CreatorOS Production Issue History Export
  ==========================================
  Generated: 2026-06-05T18:41:38.162Z
  Source: Production PostgreSQL (read-only replica)

  Tables included (oldest to newest, all rows):
    1. audit_logs          — 3,669 rows from 2026-02-24 (OLDEST RECORD)
    2. dead_letter_queue   — 1,337 rows from 2026-03-25
    3. autonomous_action_log — 2,357 rows from 2026-04-27
    4. security_events     — 115 rows from 2026-04-11
    5. pipeline_traces     — 14 rows from 2026-05-24

  Prompt for AI analysis:
    "The following is the full issue/event history for an autonomous YouTube
     channel automation system called CreatorOS. Identify recurring failure
     patterns, systemic problems, periods of instability, and root causes.
     Note any escalation trends and what was working vs broken at each phase."

  ==========================================

  

================================================================================
SECTION: AUDIT LOGS (audit_logs) — 3,669 rows from 2026-02-24
864,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-02-28T02:30:00.449Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-02-28 02:30:00.450253
865,ffc4776c-64d1-4715-baf5-e110062b4e87,auto_backlog_completed,0 of 0 videos processed,,low,2026-02-28 02:30:00.476199
866,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-02-28T03:00:00.094Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-02-28 03:00:00.095357
867,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-02-28T03:30:00.091Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-02-28 03:30:00.091489
868,ffc4776c-64d1-4715-baf5-e110062b4e87,auto_backlog_completed,0 of 0 videos processed,,low,2026-02-28 03:30:00.106629
869,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-02-28T04:00:00.186Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-02-28 04:00:00.186985
870,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-02-28T04:30:00.112Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-02-28 04:30:00.112646
871,ffc4776c-64d1-4715-baf5-e110062b4e87,auto_backlog_completed,0 of 0 videos processed,,low,2026-02-28 04:30:00.413767
872,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-02-28T05:00:00.180Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-02-28 05:00:00.181274
873,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-02-28T05:30:00.115Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-02-28 05:30:00.116528
874,ffc4776c-64d1-4715-baf5-e110062b4e87,auto_backlog_completed,0 of 0 videos processed,,low,2026-02-28 05:30:00.233828
875,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-02-28T06:00:00.160Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-02-28 06:00:00.161039
876,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-02-28T06:30:00.116Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-02-28 06:30:00.116773
877,ffc4776c-64d1-4715-baf5-e110062b4e87,auto_backlog_completed,0 of 0 videos processed,,low,2026-02-28 06:30:00.125496
878,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-02-28T07:00:00.203Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-02-28 07:00:00.204049
879,ffc4776c-64d1-4715-baf5-e110062b4e87,auto_backlog_completed,0 of 0 videos processed,,low,2026-02-28 07:30:00.182482
880,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-02-28T07:30:00.190Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-02-28 07:30:00.19068
881,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-02-28T08:00:00.261Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-02-28 08:00:00.26147
882,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-02-28T08:30:00.190Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-02-28 08:30:00.191138
883,ffc4776c-64d1-4715-baf5-e110062b4e87,auto_backlog_completed,0 of 0 videos processed,,low,2026-02-28 08:30:00.207697
884,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-02-28T15:00:00.337Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-02-28 15:00:00.337946
885,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-02-28T15:30:00.233Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-02-28 15:30:00.234299
886,ffc4776c-64d1-4715-baf5-e110062b4e87,auto_backlog_completed,0 of 0 videos processed,,low,2026-02-28 15:30:00.332166
887,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-02-28T16:00:00.169Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-02-28 16:00:00.169797
888,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-02-28T16:30:00.246Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-02-28 16:30:00.247031
889,ffc4776c-64d1-4715-baf5-e110062b4e87,auto_backlog_completed,0 of 0 videos processed,,low,2026-02-28 16:30:00.256664
890,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-02-28T17:00:00.117Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-02-28 17:00:00.117433
891,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-02-28T17:30:00.141Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-02-28 17:30:00.141559
892,ffc4776c-64d1-4715-baf5-e110062b4e87,auto_backlog_completed,0 of 0 videos processed,,low,2026-02-28 17:30:00.171992
893,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-02-28T18:00:00.190Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-02-28 18:00:00.191373
894,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-02-28T18:30:00.114Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-02-28 18:30:00.114691
895,ffc4776c-64d1-4715-baf5-e110062b4e87,auto_backlog_completed,0 of 0 videos processed,,low,2026-02-28 18:30:00.452182
896,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-02-28T19:00:00.202Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-02-28 19:00:00.203232
897,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-02-28T19:30:00.079Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-02-28 19:30:00.079585
898,ffc4776c-64d1-4715-baf5-e110062b4e87,auto_backlog_completed,0 of 0 videos processed,,low,2026-02-28 19:30:00.086692
899,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-02-28T20:00:00.234Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-02-28 20:00:00.234555
900,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-02-28T20:30:00.060Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-02-28 20:30:00.06131
901,ffc4776c-64d1-4715-baf5-e110062b4e87,auto_backlog_completed,0 of 0 videos processed,,low,2026-02-28 20:30:00.097518
902,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-02-28T21:00:00.119Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-02-28 21:00:00.119693
903,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-02-28T21:30:00.095Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-02-28 21:30:00.095781
904,ffc4776c-64d1-4715-baf5-e110062b4e87,auto_backlog_completed,0 of 0 videos processed,,low,2026-02-28 21:30:00.101824
905,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-02-28T22:00:00.133Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-02-28 22:00:00.133405
906,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-02-28T22:30:00.093Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-02-28 22:30:00.093781
907,ffc4776c-64d1-4715-baf5-e110062b4e87,auto_backlog_completed,0 of 0 videos processed,,low,2026-02-28 22:30:00.148826
908,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-02-28T23:00:00.102Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-02-28 23:00:00.10273
909,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-02-28T23:30:00.124Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-02-28 23:30:00.124784
910,ffc4776c-64d1-4715-baf5-e110062b4e87,auto_backlog_completed,0 of 0 videos processed,,low,2026-02-28 23:30:00.132272
911,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-03-01T00:00:00.260Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-03-01 00:00:00.261113
912,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-03-01T00:30:00.107Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-03-01 00:30:00.107436
913,ffc4776c-64d1-4715-baf5-e110062b4e87,auto_backlog_completed,0 of 0 videos processed,,low,2026-03-01 00:30:00.115977
914,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-03-01T01:00:00.128Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-03-01 01:00:00.129049
915,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-03-01T01:30:00.092Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-03-01 01:30:00.09403
916,ffc4776c-64d1-4715-baf5-e110062b4e87,auto_backlog_completed,0 of 0 videos processed,,low,2026-03-01 01:30:00.120503
917,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-03-01T02:00:00.112Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-03-01 02:00:00.113621
918,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-03-01T02:30:00.069Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-03-01 02:30:00.070039
919,ffc4776c-64d1-4715-baf5-e110062b4e87,auto_backlog_completed,0 of 0 videos processed,,low,2026-03-01 02:30:00.120453
920,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-03-01T03:00:00.163Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-03-01 03:00:00.165352
921,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-03-01T03:30:00.181Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-03-01 03:30:00.182047
922,ffc4776c-64d1-4715-baf5-e110062b4e87,auto_backlog_completed,0 of 0 videos processed,,low,2026-03-01 03:30:00.210211
923,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-03-01T04:00:00.183Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-03-01 04:00:00.183607
924,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-03-01T04:30:00.086Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-03-01 04:30:00.08679
925,ffc4776c-64d1-4715-baf5-e110062b4e87,auto_backlog_completed,0 of 0 videos processed,,low,2026-03-01 04:30:00.097499
926,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-03-01T05:00:00.070Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-03-01 05:00:00.071396
927,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-03-01T05:30:00.129Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-03-01 05:30:00.129913
928,ffc4776c-64d1-4715-baf5-e110062b4e87,auto_backlog_completed,0 of 0 videos processed,,low,2026-03-01 05:30:00.147166
929,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-03-01T06:00:00.171Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-03-01 06:00:00.172221
930,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-03-01T06:30:00.062Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-03-01 06:30:00.063071
931,ffc4776c-64d1-4715-baf5-e110062b4e87,auto_backlog_completed,0 of 0 videos processed,,low,2026-03-01 06:30:00.079511
932,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-03-01T07:00:00.131Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-03-01 07:00:00.131836
933,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-03-01T07:30:00.127Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-03-01 07:30:00.128682
934,ffc4776c-64d1-4715-baf5-e110062b4e87,auto_backlog_completed,0 of 0 videos processed,,low,2026-03-01 07:30:00.160031
935,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-03-01T08:00:00.233Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-03-01 08:00:00.23417
936,ffc4776c-64d1-4715-baf5-e110062b4e87,auto_backlog_completed,0 of 0 videos processed,,low,2026-03-01 08:30:00.094065
937,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-03-01T08:30:00.126Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-03-01 08:30:00.12735
938,ffc4776c-64d1-4715-baf5-e110062b4e87,auto_backlog_completed,0 of 0 videos processed,,low,2026-03-01 08:30:00.160285
939,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-03-01T09:00:00.137Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-03-01 09:00:00.137271
940,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-03-01T09:30:00.055Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-03-01 09:30:00.056337
941,ffc4776c-64d1-4715-baf5-e110062b4e87,auto_backlog_completed,0 of 0 videos processed,,low,2026-03-01 09:30:00.121396
942,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-03-01T09:30:00.226Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-03-01 09:30:00.227192
943,ffc4776c-64d1-4715-baf5-e110062b4e87,auto_backlog_completed,0 of 0 videos processed,,low,2026-03-01 09:30:00.243141
944,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-03-01T10:00:00.137Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-03-01 10:00:00.138744
945,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-03-01T10:00:00.258Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-03-01 10:00:00.25886
946,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-03-01T11:00:00.097Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-03-01 11:00:00.098032
947,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-03-01T18:00:00.229Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-03-01 18:00:00.229727
948,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-03-01T18:30:00.092Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-03-01 18:30:00.092762
949,ffc4776c-64d1-4715-baf5-e110062b4e87,auto_backlog_completed,0 of 0 videos processed,,low,2026-03-01 18:30:00.119652
950,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-03-01T19:00:00.087Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-03-01 19:00:00.088319
951,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-03-01T19:30:00.079Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-03-01 19:30:00.079736
952,ffc4776c-64d1-4715-baf5-e110062b4e87,auto_backlog_completed,0 of 0 videos processed,,low,2026-03-01 19:30:00.11244
953,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-03-01T20:00:00.203Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-03-01 20:00:00.204274
954,ffc4776c-64d1-4715-baf5-e110062b4e87,auto_backlog_completed,0 of 0 videos processed,,low,2026-03-01 20:30:00.103492
955,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-03-01T20:30:00.109Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-03-01 20:30:00.10981
956,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-03-01T21:00:00.122Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-03-01 21:00:00.122656
957,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-03-01T21:30:00.083Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-03-01 21:30:00.084104
958,ffc4776c-64d1-4715-baf5-e110062b4e87,auto_backlog_completed,0 of 0 videos processed,,low,2026-03-01 21:30:00.244884
959,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-03-02T01:30:00.161Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-03-02 01:30:00.161808
960,ffc4776c-64d1-4715-baf5-e110062b4e87,auto_backlog_completed,0 of 0 videos processed,,low,2026-03-02 01:30:00.182106
961,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-03-02T02:00:00.224Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-03-02 02:00:00.225378
962,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-03-02T02:30:00.190Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-03-02 02:30:00.191103
963,ffc4776c-64d1-4715-baf5-e110062b4e87,auto_backlog_completed,0 of 0 videos processed,,low,2026-03-02 02:30:00.193742
964,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-03-02T03:00:00.107Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-03-02 03:00:00.107609
965,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-03-02T03:30:00.178Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-03-02 03:30:00.178582
966,ffc4776c-64d1-4715-baf5-e110062b4e87,auto_backlog_completed,0 of 0 videos processed,,low,2026-03-02 03:30:00.18935
967,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-03-02T21:00:00.174Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-03-02 21:00:00.175449
968,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-03-02T22:00:00.122Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-03-02 22:00:00.123488
969,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-03-02T22:30:00.083Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-03-02 22:30:00.084548
970,ffc4776c-64d1-4715-baf5-e110062b4e87,auto_backlog_completed,0 of 0 videos processed,,low,2026-03-02 22:30:00.137601
971,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-03-02T23:00:00.089Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-03-02 23:00:00.151278
972,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-03-02T23:30:00.089Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-03-02 23:30:00.09197
973,ffc4776c-64d1-4715-baf5-e110062b4e87,auto_backlog_completed,0 of 0 videos processed,,low,2026-03-02 23:30:00.127217
974,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-03-03T00:00:00.207Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-03-03 00:00:00.208772
975,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-03-03T14:00:00.151Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-03-03 14:00:00.152311
976,ffc4776c-64d1-4715-baf5-e110062b4e87,auto_backlog_completed,0 of 0 videos processed,,low,2026-03-03 14:30:00.246697
977,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-03-03T14:30:00.247Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-03-03 14:30:00.249451
978,ffc4776c-64d1-4715-baf5-e110062b4e87,auto_backlog_completed,0 of 0 videos processed,,low,2026-03-03 14:30:00.279314
979,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-03-03T15:00:00.219Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-03-03 15:00:00.220326
980,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-03-04T11:30:00.152Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-03-04 11:30:00.152801
981,ffc4776c-64d1-4715-baf5-e110062b4e87,auto_backlog_completed,0 of 0 videos processed,,low,2026-03-04 11:30:00.237893
982,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-03-04T12:00:00.315Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-03-04 12:00:00.315396
983,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-03-04T12:30:00.073Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-03-04 12:30:00.073791
984,ffc4776c-64d1-4715-baf5-e110062b4e87,auto_backlog_completed,0 of 0 videos processed,,low,2026-03-04 12:30:00.144471
985,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-03-04T13:00:00.065Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-03-04 13:00:00.065683
986,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-03-04T13:00:00.239Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-03-04 13:00:00.24051
987,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-03-04T13:30:00.233Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-03-04 13:30:00.233768
988,ffc4776c-64d1-4715-baf5-e110062b4e87,auto_backlog_completed,0 of 0 videos processed,,low,2026-03-04 13:30:00.236503
989,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-03-04T14:00:00.090Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-03-04 14:00:00.131592
990,ffc4776c-64d1-4715-baf5-e110062b4e87,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-03-04T14:30:00.140Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-03-04 14:30:00.141322
